;respno;country;country_r5list;countrybyregion;urbrur;region;locationlevel1;locationlevel2;locationlevel3;locationlevel4;locationlevel5;townvill;eanumb;eanumb_ab;uniqueea;ea_svc_a;ea_svc_b;ea_svc_c;ea_svc_d;ea_fac_a;ea_fac_b;ea_fac_c;ea_fac_d;ea_fac_e;ea_fac_f;ea_fac_g;ea_sec_a;ea_sec_b;ea_sec_c;ea_sec_d;ea_sec_e;ea_road_a;ea_road_b;nocall_1;nocall_1other;nocall_2;nocall_2other;nocall_3;nocall_3other;nocall_4;nocall_4other;nocall_5;nocall_5other;nocall_6;nocall_7;prevint;thisint;adult_ct;calls;dateintr;strtime;q1;q2;q2other;q3;q4a;q4b;q5;q6;q7;q8a;q8b;q8c;q8d;q8e;q8f;q9;q10a;q10b;q11a;q11b;q12a;q12b;q12c;q12d;q12e;q13;q14;q15a;q15b;q15c;q16;q17;q18;q19a;q19b;q20a;q20b;q21;q22;q23a;q23b;q23c;q23d;q24a;q24b;q24c;q24d;q24e;q24f;q25a;q25b;q26a;q26b;q26c;q26d;q26e;q26f;q27a;q27b;q27c;q27d;q27e;q28a;q28b;q28c;q28d_arb;q29a;q29b;q29c;q29d;q29e;q29f;q29g;q30;q31;q32;q33;q34;q35;q36;q37;q38;q39;q39_arb_a;q39_arb_b;q39_arb_c;q39_arb_d;q40;q41;q42a;q42b;q42c;q43;q44;q45a;q45b;q45c;q45d;q45e;q46;q47a;q47b;q48a;q48b;q48c;q48d;q48e;q48f;q49;q50;q51a;q51b;q51c;q51d;q52a;q52b;q52c;q52d;q52e;q52f;q52g;q52h;q52i;q52j;q52k;q52l;q53a;q53b;q53c;q53d;q53e;q53f;q53g;q53h;q53i;q53j;q54;q55a;q55b;q55c;q55d;q55e;q55f;q55g;q55h;q55i;q55j;q55k;q55l;q56;q57a;q57b;q58;q58other;q59a;q59b;q60pt1;q60pt1other;q60pt2;q60pt2other;q60pt3;q60pt3other;q61a;q61b;q62;q63a;q63b;q63c;q63d;q64;q65a;q65b;q65c;q66a;q66b;q66c;q66d;q66e;q66f;q66g;q66h;q66i;q66j;q66k;q66l;q66m;q67a;q67b;q68a;q68b;q68c;q68d;q69a;q69b;q69c;q70a;q70b;q71a;q71b;q71bother;q72;q73a;q73b;q73c;q73d;q73e;q74a;q74aother;q74b;q74bother;q75a;q75b;q76;q77;q78;q79a;q79b;q80a;q80aother;q80b;q81a;q81b;q81c;q81d;q81e;q87;q87other;q88a;q88b;q89a;q89b;q89c;q89d;q89e;q90a;q90b;q90bother;q91a;q91b;q91c;q91d;q92a;q92b;q93a;q93b;q94;q95;q96a;q96b;q97;q98a;q98aother;q98b;q99;q99other;q100;endtime;length;q101;q102;q102other;q103;q103other;q104;q105;q106;q107a;q107b;q107c;q107d;q107e;q108;q110a;q110b;q110c;q110d;q110e;q110f;q112;q113;q114;q115;q116;q116other;q116a1;q116a1_other;q117;withinwt;combinwt;r1only;r2only;r3only;r4only;r5only;westafricaonly;eastafricaonly;southernafricaonly;northafricaonly;centralafricaonly;geoname_id;precision_code;place_name;latitude;longitude;location_type_code;geoname_adm_code;geoname_adm_name;location_class;geographic_exactness
47284;TUN0548;33;32;4;1;1590;Djerissa;;;;;Djerissa Sud;2;69;768936;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;1;;9997;;9997;;9997;;9997;;9997;9997;1;2;3;1;30-Apr-15;4:06:00 PM;36;5;;9;1;3;3;3;4;1;3;0;1;2;5;3;0;0;0;0;3;3;0;0;3;2;2;4;4;4;1;4;1;0;0;4;0;1;4;0;0;1;0;0;0;0;0;0;0;7;7;3;2;3;2;3;3;1;1;1;0;1;1;9;1;99;1;Freedom of opinion;;;1;9996;9996;3;4;1;4;1;1;1;1;5;3;99;99;99;99;2;2;5;4;5;3;1;2;2;9;1;9;1;2;2;1;0;3;3;2;0;3;1;0;2;2;0;2;3;2;2;2;1;1;2;3;2;3;3;9;9;9;9;1;1;1;0;9;2;2;2;0;4;0;7;7;7;7;7;7;7;7;7;7;7;7;;2;1;14;;3;;20;;2;0;0;1;1;1;1;4;1;3;5;9;2;2;2;2;2;2;2;3;3;2;9;4;3;3;99;99;99;99;3;3;1;1;1;5;2;;0;7;7;7;7;7;14;;9996;;3;3;2;4;4;1;9;2;;1;3;4;4;4;4;99;;99;99;3;3;1;1;1;0;9997;;1;1;0;1;4;4;1;1;2;1;4;1;4;18;;6;9999;;3;5:17:00 PM;71;2;4;;5;;1;8;3;0;0;0;0;0;0;1;1;1;1;1;1;TUN08;27;1;2;5;;48;;8;.95993572;.95999998;0;0;0;0;1;0;0;0;1;0;11107061;3;Jerissa;35.833759;8.6546202;ADM2;6295630|6255146|TN|14|11107061;Earth|Africa|Tunisia|Gouvernorat de Kef|Jerissa;1;1
47285;TUN0549;33;32;4;1;1590;Djerissa;;;;;Djerissa Sud;2;69;768936;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;2;;9997;;9997;;9997;;9997;;9997;9997;2;1;2;1;30-Apr-15;5:38:00 PM;52;5;;1;2;3;3;4;5;0;0;0;2;3;4;0;0;0;1;0;0;4;0;0;0;3;2;4;4;4;4;2;1;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;7;7;3;3;3;2;3;2;1;1;1;2;0;1;1;1;99;1;The right of ownership;Respect;Having an opposite opinion;12;10;1;3;4;1;4;1;1;2;5;4;1;99;99;99;99;3;3;5;5;4;1;4;2;2;2;2;9;2;2;2;1;1;0;2;0;1;3;1;1;3;3;0;1;1;3;0;0;0;1;0;3;0;3;0;1;1;1;1;2;2;2;1;2;3;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;;1;1;4;;27;;24;;2;0;0;1;1;1;2;4;5;1;2;3;3;3;2;2;3;2;2;2;2;1;2;-1;1;1;99;99;99;99;0;3;1;1;1;1;0;;0;7;7;7;7;7;4;;16;;1;3;3;4;2;2;3;3;;1;3;2;4;4;3;99;;99;99;3;3;1;3;1;0;9997;;1;1;1;1;4;0;1;1;2;3;5;1;4;18;;6;9999;;3;6:41:00 PM;63;1;4;;5;;1;8;4;0;0;0;0;0;0;1;1;1;1;1;1;TUN08;27;1;2;5;;48;;8;.95993572;.95999998;0;0;0;0;1;0;0;0;1;0;11107061;3;Jerissa;35.833759;8.6546202;ADM2;6295630|6255146|TN|14|11107061;Earth|Africa|Tunisia|Gouvernorat de Kef|Jerissa;1;1
47286;TUN0550;33;32;4;1;1590;Djerissa;;;;;Djerissa Sud;2;69;768936;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;3;;9997;;9997;;9997;;9997;;9997;9997;1;2;2;1;30-Apr-15;5:11:00 PM;60;5;;1;3;3;2;3;4;0;0;0;0;2;2;0;4;0;0;0;0;4;3;0;0;3;1;4;4;4;3;4;3;0;0;1;4;1;4;0;0;0;0;0;0;0;0;0;0;7;7;3;2;3;2;3;2;1;1;0;0;1;1;1;1;99;1;Freedom of opinion;Freedom of expression;;1;5;9996;3;3;1;1;2;3;3;2;4;2;99;99;99;99;3;3;5;5;5;1;5;3;3;9;2;9;2;0;2;3;9;1;3;2;0;3;1;2;3;2;0;0;0;2;0;0;0;2;3;3;2;9;0;9;9;1;1;1;1;1;9;1;1;1;7;7;4;0;1;0;7;7;7;7;7;7;7;7;7;7;;0;0;1;;23;;3;;1;0;3;1;1;1;1;4;3;5;2;1;1;1;1;1;1;1;2;3;4;1;1;4;1;3;99;99;99;99;2;1;1;2;4;1;0;;0;7;7;7;7;7;4;;12;;3;3;2;4;3;9;2;2;;3;2;1;5;5;5;99;;99;99;3;3;1;3;3;1;1580;;1;1;0;1;4;0;1;1;5;0;2;1;4;18;;6;9999;;2;6:10:00 PM;59;2;4;;5;;1;8;4;0;0;0;0;0;0;1;1;1;1;1;1;TUN11;24;1;2;5;;48;;3;.95993572;.95999998;0;0;0;0;1;0;0;0;1;0;11107061;3;Jerissa;35.833759;8.6546202;ADM2;6295630|6255146|TN|14|11107061;Earth|Africa|Tunisia|Gouvernorat de Kef|Jerissa;1;1
47287;TUN0551;33;32;4;1;1590;Djerissa;;;;;Djerissa Sud;2;69;768936;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;9997;;9997;;9997;;9997;;9997;;9997;9997;2;1;2;1;30-Apr-15;5:28:00 PM;77;5;;1;2;4;4;4;4;0;0;0;0;0;7;0;3;0;0;0;4;4;0;0;0;0;0;1;1;9;2;3;4;0;0;1;3;1;1;0;0;0;0;0;0;2;0;3;3;1;1;3;3;2;2;3;2;1;1;1;0;1;1;5;1;99;1;Freedom of expression;Human rights;;1;1;9996;3;3;1;1;3;4;3;2;4;1;99;99;99;99;2;2;5;2;5;1;2;2;3;0;0;0;2;2;1;0;1;0;3;3;0;3;1;1;3;3;0;2;2;0;0;0;3;0;3;3;3;0;2;1;1;2;2;1;2;1;1;1;2;5;7;7;4;0;7;7;4;1;7;7;7;7;0;7;7;7;;1;1;26;;23;;4;;1;0;0;1;1;1;1;2;3;2;5;1;2;1;1;2;2;2;2;3;3;2;1;4;1;1;99;99;99;99;1;1;3;3;2;4;2;;0;7;7;7;7;7;14;;3;;3;2;4;4;1;3;3;3;;3;2;5;4;2;1;99;;99;99;1;1;1;1;3;0;9997;;1;1;0;1;4;0;1;1;5;0;9;4;2;18;;6;9995;who I like;5;6:32:00 PM;64;1;4;;5;;1;8;2;0;0;0;0;0;0;1;1;1;1;1;1;TUN03;34;1;2;5;;48;;7;.95993572;.95999998;0;0;0;0;1;0;0;0;1;0;11107061;3;Jerissa;35.833759;8.6546202;ADM2;6295630|6255146|TN|14|11107061;Earth|Africa|Tunisia|Gouvernorat de Kef|Jerissa;1;1
47288;TUN0552;33;32;4;1;1590;Djerissa;;;;;Djerissa Sud;2;69;768936;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;1;;1;;9997;;9997;;9997;;9997;9997;1;2;1;1;30-Apr-15;5:26:00 PM;999;5;;9;9;4;4;9;4;0;0;0;0;0;7;0;4;4;0;0;4;0;0;0;0;3;0;4;4;4;9;9;4;9;9;0;0;1;4;0;0;0;0;0;0;0;0;0;0;7;7;3;3;1;3;9;2;0;0;0;0;0;5;1;5;99;3;;;;9999;9996;9996;1;1;1;1;1;4;9;4;4;4;99;99;99;99;8;9;4;4;4;1;9;9;2;9;2;9;3;0;9;1;9;9;9;9;9;0;1;3;3;2;0;3;3;3;3;3;3;0;1;1;3;3;3;0;0;1;0;1;9;1;0;0;0;1;7;7;7;7;7;7;1;0;7;7;7;7;7;7;7;7;;9;1;9995;Not agreeing on one opinion;9995;Lack of respect;9996;;1;0;9;1;1;1;2;5;2;3;1;9;3;3;1;1;1;2;2;1;3;3;1;3;1;1;99;99;99;99;0;9;9;2;4;5;1;;0;7;7;7;7;7;4;;16;;3;3;4;4;2;9;9;9995;Algeria;9;9;9;9;9;9;99;;99;99;1;1;1;1;1;9;9997;;1;0;0;0;0;0;1;1;4;0;2;1;0;18;;6;9999;;99;6:29:00 PM;63;2;4;;5;;1;8;1;0;0;0;0;0;1;1;1;1;1;1;1;TUN17;40;2;2;5;;48;;7;.95993572;.95999998;0;0;0;0;1;0;0;0;1;0;11107061;3;Jerissa;35.833759;8.6546202;ADM2;6295630|6255146|TN|14|11107061;Earth|Africa|Tunisia|Gouvernorat de Kef|Jerissa;1;1
47289;TUN0553;33;32;4;2;1590;Es-Sers;;;;;Bousliaa;5;70;780080;1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;1;1;2;;6;;6;;3;;3;;6;9997;2;1;4;1;30-Apr-15;10:31:00 AM;24;5;;1;1;1;1;4;4;0;0;0;1;4;6;0;4;4;0;0;2;3;0;0;0;2;0;4;4;4;4;1;4;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;7;7;3;3;2;2;3;2;1;1;1;0;0;4;4;4;99;3;;;;9999;9996;9996;2;4;1;1;1;4;1;1;4;1;99;99;99;99;8;9;5;5;5;1;9;9;9;9;9;9;3;2;2;9;9;9;1;9;9;1;3;1;0;3;0;0;2;0;0;1;0;0;1;3;0;9;0;9;9;9;9;1;9;1;1;1;1;2;7;7;2;0;1;0;3;0;7;7;7;7;7;7;7;7;;1;1;3;;4;;23;;3;0;3;1;1;1;2;2;2;5;9;9;1;1;1;1;1;2;9;3;2;3;1;3;1;1;99;99;99;99;9;9;3;9;9;4;1;;3;0;0;0;0;3;4;;17;;3;3;1;4;3;9;9;1;;1;9;9;5;6;9;99;;99;99;1;3;1;1;1;0;9997;;1;1;1;0;0;0;1;1;5;1;7;-1;2;18;;1;9999;;99;11:29:00 AM;58;1;4;;5;;1;8;5;0;0;0;0;0;2;1;1;1;1;1;1;TUN17;40;2;2;5;;48;;7;1.4458941;1.45;0;0;0;0;1;0;0;0;1;0;7870616;3;Es Sers;36.05817;9.0271196;ADM2;6295630|6255146|TN|14|7870616;Earth|Africa|Tunisia|Gouvernorat de Kef|Es Sers;1;1
47290;TUN0554;33;32;4;2;1590;Es-Sers;;;;;Bousliaa;5;70;780080;1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;1;1;9997;;9997;;9997;;9997;;9997;;9997;9997;1;2;4;1;30-Apr-15;9:54:00 AM;53;5;;2;3;3;3;4;4;2;2;2;0;0;2;0;2;0;0;0;0;3;0;0;0;2;1;3;1;4;3;3;3;0;0;0;0;7;3;0;0;0;0;2;0;0;0;0;0;1;2;3;1;2;2;3;2;1;1;1;0;1;4;5;4;99;1;Order;;;12;9996;9996;3;4;1;1;2;4;9;4;1;4;99;99;99;99;3;4;4;4;2;3;3;2;2;0;0;0;2;3;1;1;0;1;3;3;0;3;1;0;2;2;0;1;1;2;1;1;1;1;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;4;2;0;2;0;2;0;3;0;7;7;7;7;7;7;7;10;;1;1;23;;3;;4;;1;0;1;1;1;1;2;9;2;1;6;2;2;1;1;2;3;3;3;3;3;3;1;3;1;3;99;99;99;99;3;3;3;3;3;5;2;;0;7;7;7;7;7;18;;9996;;2;2;2;2;2;1;1;5;;9;0;3;3;5;9;99;;99;99;1;3;1;3;3;1;9999;;0;1;0;1;4;0;1;1;5;0;2;1;0;18;;6;9999;;2;11:01:00 AM;67;2;4;;5;;2;-1;1;0;0;0;0;0;0;1;1;1;1;1;1;TUN03;34;1;2;5;;48;;7;1.4458941;1.45;0;0;0;0;1;0;0;0;1;0;7870616;3;Es Sers;36.05817;9.0271196;ADM2;6295630|6255146|TN|14|7870616;Earth|Africa|Tunisia|Gouvernorat de Kef|Es Sers;1;1
47291;TUN0555;33;32;4;2;1590;Es-Sers;;;;;Bousliaa;5;70;780080;1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;1;1;6;;6;;3;;9997;;9997;;9997;9997;2;1;2;2;30-Apr-15;10:21:00 AM;45;5;;1;1;1;3;2;4;0;0;2;0;2;3;0;0;0;0;0;4;4;0;0;0;3;2;4;1;1;4;4;1;0;0;2;4;1;4;0;0;0;0;2;0;0;0;2;0;1;2;3;2;3;2;3;2;1;1;1;0;1;5;1;1;99;1;Freedom;;;1;9996;9996;3;4;1;1;1;2;2;2;4;1;99;99;99;99;3;3;4;4;4;2;5;3;1;9;1;9;2;0;3;9;0;2;3;3;0;3;4;0;3;0;0;3;3;3;3;1;3;1;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;4;7;7;3;0;1;0;7;7;7;7;7;7;7;7;7;7;;1;1;3;;33;High prices;4;;3;0;4;1;1;1;1;4;2;4;4;3;3;3;3;1;3;3;1;3;4;3;1;4;1;1;99;99;99;99;1;1;1;3;4;4;2;;0;7;7;7;7;7;7;;9996;;3;3;1;4;2;3;1;3;;1;2;4;4;1;5;99;;99;99;1;1;1;1;3;0;9997;;1;1;1;1;4;0;1;3;5;3;7;2;2;18;;1;1583;;95;11:22:00 AM;61;1;4;;5;;1;8;4;0;0;0;0;0;0;1;1;1;1;1;1;TUN11;24;1;2;5;;48;;3;1.4458941;1.45;0;0;0;0;1;0;0;0;1;0;7870616;3;Es Sers;36.05817;9.0271196;ADM2;6295630|6255146|TN|14|7870616;Earth|Africa|Tunisia|Gouvernorat de Kef|Es Sers;1;1
47292;TUN0556;33;32;4;2;1590;Es-Sers;;;;;Bousliaa;5;70;780080;1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;1;1;7;;9997;;9997;;9997;;9997;;9997;9997;1;2;4;1;30-Apr-15;9:58:00 AM;49;5;;2;3;4;4;3;4;0;0;3;0;2;4;0;0;0;0;0;0;4;0;0;0;1;1;4;4;4;9;1;1;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;7;7;3;2;3;2;3;2;1;0;0;0;0;1;4;1;99;1;Order;Freedom;;12;1;9996;3;4;1;4;1;4;3;5;9;5;99;99;99;99;3;4;5;5;5;1;1;2;2;9;9;9;2;2;2;9;9;1;0;3;0;3;2;0;2;2;1;3;2;9;3;2;3;9;2;3;3;3;2;9;1;1;1;2;1;0;2;9;2;4;2;0;3;0;7;7;3;0;7;7;7;7;7;7;7;7;;2;2;20;;3;;27;;3;0;6;9;9;1;9;4;4;1;2;3;3;1;2;3;3;1;3;1;3;9;1;3;1;1;99;99;99;99;9;9;9;1;2;1;0;;0;7;7;7;7;7;14;;4;;2;2;2;4;3;2;2;1;;1;9;9;1;4;9;99;;99;99;1;3;3;3;3;0;9997;;0;1;0;0;3;0;3;1;2;1;6;2;0;18;;6;9999;;99;10:54:00 AM;56;2;4;;5;;1;8;1;0;0;0;0;0;0;1;1;1;1;1;1;TUN08;27;1;2;5;;48;;8;1.4458941;1.45;0;0;0;0;1;0;0;0;1;0;7870616;3;Es Sers;36.05817;9.0271196;ADM2;6295630|6255146|TN|14|7870616;Earth|Africa|Tunisia|Gouvernorat de Kef|Es Sers;1;1
47293;TUN0557;33;32;4;2;1590;Es-Sers;;;;;Bousliaa;5;70;780080;1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;1;1;3;;9997;;9997;;9997;;9997;;9997;9997;2;1;3;1;30-Apr-15;11:20:00 AM;78;5;;2;2;4;3;4;4;0;0;0;0;0;7;0;2;2;0;0;0;4;0;0;0;2;0;4;4;4;1;1;4;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;7;7;3;1;2;2;3;2;1;0;0;0;0;1;5;1;99;1;Freedom;People governing;;1;2;9996;3;4;1;4;1;2;1;5;1;1;99;99;99;99;4;3;5;5;9;1;1;1;9;9;9;9;2;9;9;3;9;3;0;3;0;3;1;0;0;2;0;3;2;2;2;1;3;2;3;3;1;1;9;1;2;1;1;1;9;2;2;1;9;4;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;;9;2;26;;29;;27;;2;0;9;1;1;1;1;1;4;1;1;2;2;3;2;2;2;2;3;4;3;2;1;4;2;2;99;99;99;99;9;9;-1;3;4;5;2;;0;7;7;7;7;7;2;;14;;3;3;4;4;2;9;9;5;;9;2;4;2;9;4;99;;99;99;3;1;3;3;3;1;1580;;0;1;0;0;0;0;2;2;2;0;6;4;0;18;;1;9999;;99;12:21:00 PM;61;1;4;;5;;1;8;1;0;0;0;0;0;0;1;1;1;1;1;1;TUN08;27;1;2;5;;48;;8;1.4458941;1.45;0;0;0;0;1;0;0;0;1;0;7870616;3;Es Sers;36.05817;9.0271196;ADM2;6295630|6255146|TN|14|7870616;Earth|Africa|Tunisia|Gouvernorat de Kef|Es Sers;1;1
47294;TUN0558;33;32;4;2;1590;Es-Sers;;;;;Bousliaa;5;70;780080;1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;1;1;1;;2;;3;;1;;9997;;9997;9997;1;2;5;1;30-Apr-15;11:52:00 AM;60;5;;9;3;3;4;9;4;0;0;0;2;9;3;0;0;4;0;0;3;4;0;0;0;0;0;4;4;4;9;3;4;0;0;1;1;7;3;0;0;0;0;0;0;0;0;0;0;7;7;2;2;2;2;3;3;1;1;1;0;1;9;1;1;99;3;;;;9999;9996;9996;1;4;4;1;1;1;4;4;1;1;99;99;99;99;8;9;5;5;5;1;9;0;3;9;0;9;3;2;2;9;9;9;2;9;9;0;1;0;0;3;0;0;0;0;0;0;0;0;2;3;0;2;0;1;1;1;1;1;1;1;0;2;1;1;7;7;7;7;2;0;2;0;7;7;7;7;7;7;7;7;;1;1;3;;4;;13;;2;9;4;1;1;1;2;9;2;3;1;3;3;1;1;1;1;1;1;1;1;3;1;3;1;1;99;99;99;99;3;3;1;3;4;1;0;;0;7;7;7;7;7;4;;17;;3;3;4;4;2;1;9;1;;1;9;9;6;5;9;99;;99;99;1;1;1;1;1;0;9997;;1;1;1;1;4;0;1;1;5;0;2;1;1;18;;1;9999;;99;12:52:00 PM;60;2;4;;5;;1;8;5;0;0;0;0;0;2;1;1;1;1;1;1;TUN17;40;2;2;5;;48;;7;1.4458941;1.45;0;0;0;0;1;0;0;0;1;0;7870616;3;Es Sers;36.05817;9.0271196;ADM2;6295630|6255146|TN|14|7870616;Earth|Africa|Tunisia|Gouvernorat de Kef|Es Sers;1;1
47295;TUN0559;33;32;4;2;1590;Es-Sers;;;;;Bousliaa;5;70;780080;1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;1;1;9997;;9997;;9997;;9997;;9997;;9997;9997;2;1;4;2;30-Apr-15;11:27:00 AM;25;5;;1;1;1;2;4;2;2;0;2;2;0;2;0;2;0;0;1;1;4;1;0;0;2;2;3;1;3;1;3;4;0;0;2;1;0;3;1;1;0;0;0;0;0;0;0;0;7;7;3;3;3;2;3;3;1;1;1;0;1;1;1;1;99;1;Freedom;Human rights;;1;1;9996;2;2;1;1;3;4;3;2;2;1;99;99;99;99;2;3;5;5;5;1;4;1;2;2;2;1;2;1;2;0;3;1;2;1;0;1;1;3;3;3;0;2;0;0;1;0;0;1;3;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;4;1;7;7;3;1;7;7;0;7;7;6;;0;0;3;;4;;22;;1;0;3;1;1;1;2;5;2;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;99;99;99;99;3;3;3;4;4;5;2;;1;0;1;1;0;0;14;;16;;2;2;4;4;3;1;1;1;;3;3;5;3;5;2;99;;99;99;3;3;3;3;3;0;9997;;1;1;0;1;4;0;1;1;5;1;1;7;4;18;;4;1583;;2;12:21:00 PM;54;1;4;;5;;2;8;1;0;0;0;0;0;0;1;1;1;1;1;1;TUN03;34;1;2;5;;48;;7;1.4458941;1.45;0;0;0;0;1;0;0;0;1;0;7870616;3;Es Sers;36.05817;9.0271196;ADM2;6295630|6255146|TN|14|7870616;Earth|Africa|Tunisia|Gouvernorat de Kef|Es Sers;1;1
47296;TUN0560;33;32;4;2;1590;Es-Sers;;;;;Bousliaa;5;70;780080;1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;1;1;2;;9997;;9997;;9997;;9997;;9997;9997;1;2;3;1;30-Apr-15;12:09:00 PM;52;5;;1;1;4;2;2;4;0;0;0;0;0;7;0;0;0;0;0;0;4;0;0;0;2;2;4;4;4;2;4;1;0;0;0;3;1;9;0;0;0;0;0;0;0;0;0;0;7;7;3;2;3;2;3;2;0;0;0;0;0;1;1;1;99;1;Freedom;;;1;9996;9996;9;4;1;1;1;4;1;3;4;2;99;99;99;99;2;2;3;4;4;2;2;0;9;9;9;9;9;0;9;9;9;9;3;9;0;0;1;2;3;9;1;1;3;3;3;3;1;1;3;3;1;9;3;9;9;9;9;0;9;9;9;9;9;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;;2;2;3;;4;;23;;1;1;4;1;1;1;1;4;1;3;2;9;1;1;1;1;3;1;1;2;4;1;1;3;1;1;99;99;99;99;0;0;0;2;4;4;2;;0;7;7;7;7;7;17;;9996;;3;3;1;4;3;9;9;2;;1;3;2;5;5;9;99;;99;99;1;1;1;1;3;0;9997;;0;1;0;1;3;0;1;1;5;0;2;1;2;18;;6;9999;;8;1:18:00 PM;69;2;4;;5;;1;8;4;0;0;0;0;0;1;1;2;3;3;3;1;TUN11;24;1;2;5;;48;;3;1.4458941;1.45;0;0;0;0;1;0;0;0;1;0;7870616;3;Es Sers;36.05817;9.0271196;ADM2;6295630|6255146|TN|14|7870616;Earth|Africa|Tunisia|Gouvernorat de Kef|Es Sers;1;1
47297;TUN0561;33;32;4;1;1594;El Aroussa;;;;;El Aroussa;1;71;791224;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;0;6;;3;;1;;7;;3;;1;9997;2;1;2;1;29-Apr-15;2:43:00 PM;51;5;;2;2;4;4;4;4;0;0;0;0;0;7;0;0;0;0;0;0;4;1;2;2;3;2;4;4;4;4;1;4;0;0;1;1;1;3;1;1;0;0;2;0;0;0;0;0;1;1;3;1;3;3;3;2;1;1;1;0;1;1;1;1;99;1;Freedom of expression;The state fulfill its duties towards the citizen;;1;8;9996;3;4;1;4;1;1;1;1;4;1;99;99;99;99;3;3;5;5;5;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;0;3;3;0;0;2;3;0;0;0;0;2;3;2;3;1;3;1;3;3;1;1;1;1;1;3;1;1;0;2;0;1;0;2;0;7;7;7;7;7;7;7;7;;1;1;23;;3;;9995;Environment;3;0;3;1;1;1;2;4;1;3;1;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;99;99;99;99;3;3;1;2;2;5;2;;0;7;7;7;7;7;17;;4;;3;3;1;4;2;1;1;2;;1;1;4;3;5;4;99;;99;99;3;3;1;1;3;0;9997;;0;1;1;1;4;3;1;1;5;2;7;1;2;18;;6;9999;;1;3:46:00 PM;63;1;4;;5;;1;8;4;0;0;0;0;0;0;1;1;1;1;1;1;TUN17;40;2;2;5;;48;;7;1.2913564;1.29;0;0;0;0;1;0;0;0;1;0;2473851;1;El Aroussa;36.383331;9.4499998;PPL;6295630|6255146|TN|00;Earth|Africa|Tunisia|El Aroussa;2;1
47298;TUN0562;33;32;4;1;1594;El Aroussa;;;;;El Aroussa;1;71;791224;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;0;1;;1;;3;;3;;9997;;9997;9997;1;2;3;1;29-Apr-15;2:27:00 PM;52;5;;2;2;3;3;4;5;0;0;0;0;2;2;0;0;0;0;0;4;4;0;0;0;2;1;4;1;4;2;3;4;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;7;7;3;1;3;2;3;1;2;1;1;1;0;1;4;1;99;1;Freedom in general;Equality in rights;;1;6;9996;3;4;1;3;1;1;1;3;1;1;99;99;99;99;2;3;5;5;5;1;3;3;2;1;9;9;2;2;2;9;9;0;1;2;0;3;1;0;3;2;0;3;0;9;3;2;2;2;3;3;1;3;9;1;1;1;1;0;9;1;0;9;2;4;7;7;4;0;1;0;7;7;7;7;7;7;7;7;7;0;;1;3;3;;4;;9995;Environment;3;0;3;1;1;1;1;4;3;1;4;3;3;2;2;2;3;2;2;2;3;2;3;3;3;2;99;99;99;99;0;3;1;1;4;4;2;;0;7;7;7;7;7;2;;16;;3;3;4;4;3;2;2;1;;1;0;4;6;5;2;99;;99;99;1;1;1;3;3;1;1580;;1;1;0;1;4;0;1;1;2;3;6;4;3;18;;6;1583;;99;3:30:00 PM;63;2;4;;5;;1;8;1;0;0;0;0;0;0;1;1;1;1;1;1;TUN08;27;1;2;5;;48;;8;1.2913564;1.29;0;0;0;0;1;0;0;0;1;0;2473851;1;El Aroussa;36.383331;9.4499998;PPL;6295630|6255146|TN|00;Earth|Africa|Tunisia|El Aroussa;2;1
